,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Outlet_Sales
203,FDL26,18.0,Low Fat,0.073341257,Canned,155.7972,OUT045,2002,Small,Tier 2,Supermarket Type1,2472.820692080549
204,FDA56,9.21,Low Fat,0.00880049,Fruits and Vegetables,123.0414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1762.8428461488325
205,FDN27,20.85,Low Fat,0.039562497,Meat,118.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1769.3146295980641
206,FDM20,10.0,Low Fat,0.038745948,Fruits and Vegetables,245.0144,OUT049,1999,Medium,Tier 1,Supermarket Type1,4140.8609170832615
207,FDO16,5.48,Low Fat,0.015193653,Frozen Foods,82.825,OUT017,2007,Small,Tier 2,Supermarket Type1,1381.5200556262294
208,FDL03,19.25,Regular,0.027075481,Meat,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,3397.7821478202104
209,FDE58,18.5,Low Fat,0.052068722,Snack Foods,117.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,1841.5476677105476
210,FDI02,15.7,Regular,0.114010306,Canned,112.2202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3128.8108837517634
211,NCC55,10.695,Low Fat,0.111641021,Household,38.8848,OUT019,1985,Small,Tier 1,Grocery Store,88.78546230390327
212,FDR03,15.7,Regular,0.008771522,Meat,205.798,OUT018,2009,Medium,Tier 3,Supermarket Type2,3072.168132548012
213,FDB14,20.25,Regular,0.103304968,Canned,92.612,OUT017,2007,Small,Tier 2,Supermarket Type1,1564.6868125384322
214,FDR45,10.8,Low Fat,0.028919203,Snack Foods,240.9222,OUT013,1987,High,Tier 3,Supermarket Type1,3971.6291347429483
215,NCN07,18.5,Low Fat,0.034136703,Others,130.0284,OUT017,2007,Small,Tier 2,Supermarket Type1,2179.470149646879
216,FDM51,11.8,Regular,0.045393469,Meat,102.2674,OUT019,1985,Small,Tier 1,Grocery Store,249.24832132328407
217,FDT52,9.695,Regular,0.047199898,Frozen Foods,244.9144,OUT027,1985,Medium,Tier 3,Supermarket Type3,6548.130142048939
218,FDL26,18.0,Low Fat,0.07319282,Canned,154.2972,OUT046,1997,Small,Tier 1,Supermarket Type1,2498.097967106162
219,NCZ42,10.5,Low Fat,0.011287929,Household,238.9248,OUT046,1997,Small,Tier 1,Supermarket Type1,3826.382149497325
220,DRI47,14.7,Low Fat,0.036628533,Hard Drinks,145.6128,OUT019,1985,Small,Tier 1,Grocery Store,345.58671802676315
221,FDW40,14.0,Regular,0.105057952,Frozen Foods,141.1812,OUT013,1987,High,Tier 3,Supermarket Type1,2310.3819008702303
222,FDN34,15.6,Regular,0.0,Snack Foods,169.2132,OUT046,1997,Small,Tier 1,Supermarket Type1,2786.450820973437
223,FDS01,11.6,Low Fat,0.017741644,Canned,178.3686,OUT035,2004,Small,Tier 2,Supermarket Type1,3204.4431910188555
224,NCG55,16.25,Low Fat,0.039225553,Household,116.2176,OUT045,2002,Small,Tier 2,Supermarket Type1,1804.1148600284296
225,FDC11,20.5,Low Fat,0.141766029,Starchy Foods,87.4172,OUT035,2004,Small,Tier 2,Supermarket Type1,1401.0604522793717
226,FDX35,5.035,Regular,0.080236064,Breads,226.4036,OUT018,2009,Medium,Tier 3,Supermarket Type2,3267.762457131389
227,NCB06,17.6,Low Fat,0.082332074,Health and Hygiene,160.392,OUT046,1997,Small,Tier 1,Supermarket Type1,2524.0679246117666
228,FDR09,18.25,Low Fat,0.136085739,Snack Foods,259.8962,OUT019,1985,Small,Tier 1,Grocery Store,593.8774913227379
229,FDC53,8.68,Low Fat,0.008885672,Frozen Foods,96.9384,OUT017,2007,Small,Tier 2,Supermarket Type1,1652.52824948075
230,FDY45,17.5,Low Fat,0.0,Snack Foods,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,4148.681965806309
231,FDA22,7.435,Low Fat,0.141355941,Starchy Foods,168.5158,OUT010,1998,Small,Tier 3,Grocery Store,389.8935936144632
232,FDE02,8.71,Low Fat,0.121227447,Canned,95.2778,OUT035,2004,Small,Tier 2,Supermarket Type1,1674.758667448906
233,FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,2002,Small,Tier 2,Supermarket Type1,1585.36144599589
234,FDV34,10.695,Regular,0.011425458,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1,1180.8381361908832
235,FDS59,14.8,Regular,0.043961689,Breads,109.157,OUT049,1999,Medium,Tier 1,Supermarket Type1,1888.8185375211071
236,NCW17,18.0,Low Fat,0.01949589,Health and Hygiene,127.8994,OUT017,2007,Small,Tier 2,Supermarket Type1,2160.4895444116273
237,NCK54,12.15,Low Fat,0.029523375,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,1849.9069586039018
238,FDG17,6.865,Regular,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,Tier 1,Grocery Store,585.119030441047
239,FDG35,21.2,Regular,0.0,Starchy Foods,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,2778.5663686022194
240,FDD08,8.3,Low Fat,0.059175953,Fruits and Vegetables,37.8506,OUT010,1998,Small,Tier 3,Grocery Store,87.87995243287236
241,NCO07,9.06,Low Fat,0.009831566,Others,211.156,OUT017,2007,Small,Tier 2,Supermarket Type1,3697.0035984496917
242,FDJ10,5.095,Regular,0.216762584,Snack Foods,142.2838,OUT010,1998,Small,Tier 3,Grocery Store,323.0159255101603
243,FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,2007,Small,Tier 2,Supermarket Type1,1776.5882110468626
244,FDW21,5.34,Regular,0.0,Snack Foods,101.0358,OUT010,1998,Small,Tier 3,Grocery Store,243.22719273001562
245,FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.2885897737317
246,DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,715.8452546814682
247,NCC55,10.695,Low Fat,0.063862271,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1,610.2618527929485
248,FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,1998,Small,Tier 3,Grocery Store,148.39594352079422
249,FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,Small,Tier 2,Supermarket Type1,4312.083364738218
250,FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,239.4564,OUT045,2002,Small,Tier 2,Supermarket Type1,3763.748627564197
251,FDX09,9.0,Low Fat,0.1092139,Snack Foods,175.037,OUT010,1998,Small,Tier 3,Grocery Store,413.1377350989318
252,FDH40,11.6,Regular,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,199.2906921961335
253,FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,2007,Small,Tier 2,Supermarket Type1,1691.3873921823472
254,FDC47,15.0,Low Fat,0.11956313,Snack Foods,227.2694,OUT017,2007,Small,Tier 2,Supermarket Type1,3946.6766428216492
255,NCR41,17.85,Low Fat,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1630.8000278045283
256,DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,Tier 2,Supermarket Type1,4217.878101620805
257,FDC52,11.15,Regular,0.008239804,Dairy,152.2708,OUT027,1985,Medium,Tier 3,Supermarket Type3,4047.4320139647803
258,FDY13,12.1,Low Fat,0.030127406,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1,1219.843971674344
259,FDY35,17.6,Regular,0.016014343,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1,716.1337976915855
260,FDI35,14.0,Low Fat,0.041524729,Starchy Foods,181.7634,OUT017,2007,Small,Tier 2,Supermarket Type1,3100.2872571633347
261,NCU18,15.1,Low Fat,0.055926872,Household,141.4496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2324.769103562287
262,FDY33,14.5,Regular,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,Tier 3,Supermarket Type2,2253.2346812309434
263,FDC15,18.1,Low Fat,0.177107232,Dairy,157.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,3996.847651788916
264,FDU01,20.25,Regular,0.0,Canned,186.4924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3204.1377553469374
265,NCU42,9.0,Low Fat,0.019506654,Household,169.5474,OUT046,1997,Small,Tier 1,Supermarket Type1,2659.6515371892297
266,NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,Tier 3,Supermarket Type2,2533.127046794386
267,NCY30,20.25,Low Fat,0.02610006,Household,182.8976,OUT017,2007,Small,Tier 2,Supermarket Type1,2957.4609423690235
268,FDQ46,7.51,Low Fat,0.103974431,Snack Foods,112.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1850.3049197366656
269,FDG58,10.695,Regular,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3,4060.240239492056
270,FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.256,OUT017,2007,Small,Tier 2,Supermarket Type1,3731.754996287958
271,NCD07,9.1,Low Fat,0.055541153,Household,115.6518,OUT045,2002,Small,Tier 2,Supermarket Type1,1767.8297303584081
272,NCX29,10.0,Low Fat,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3758.4545412773355
273,NCT42,5.88,Low Fat,0.024866609,Household,148.3392,OUT013,1987,High,Tier 3,Supermarket Type1,2332.7546234380384
274,DRN59,15.0,Low Fat,0.064129493,Hard Drinks,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,757.458683258595
275,FDI44,16.1,Low Fat,0.100213917,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.7953920680404
276,FDA45,21.25,Low Fat,0.155621254,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,2738.856326789466
277,FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,Small,Tier 2,Supermarket Type1,943.098115472367
278,FDY01,11.8,Regular,0.170283492,Canned,115.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,1888.5114751745552
279,FDT09,15.15,Regular,0.012313256,Snack Foods,132.8284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1918.37272595312
280,DRH03,17.25,Low Fat,0.0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2542.8380741216865
281,FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,Tier 3,Supermarket Type2,2676.33202675421
282,NCF31,9.13,Low Fat,0.052140695,Household,153.4024,OUT017,2007,Small,Tier 2,Supermarket Type1,2519.6615499083696
283,FDG14,9.0,Regular,0.050579228,Canned,151.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2601.04977099081
284,FDG28,9.285,Regular,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,Tier 3,Supermarket Type3,6548.574234210348
285,FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1,4112.2780209645925
286,FDY47,8.6,Regular,0.095395258,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store,316.5037778916141
287,FDI56,7.325,Low Fat,0.093530571,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1,1506.8980399046245
288,DRD01,12.1,Regular,0.061124626,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,915.069381067627
289,FDM22,14.0,Regular,0.0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,874.6750770334032
290,FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,664.6111872236277
291,DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,1931.0953903094505
292,NCQ38,16.35,Low Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1713.9792283484724
293,FDO16,5.48,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,2195.7012588178322
294,FDU07,11.1,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3944.9849051585365
295,NCB07,19.2,Low Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,3105.695294224702
296,FDU48,18.85,Low Fat,0.055470721,Baking Goods,132.1284,OUT045,2002,Small,Tier 2,Supermarket Type1,2028.3775708736675
297,NCM43,14.5,Low Fat,0.019514867,Others,165.121,OUT045,2002,Small,Tier 2,Supermarket Type1,2608.8292928125325
298,FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,Small,Tier 3,Grocery Store,341.8865646163729
299,DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,574.6559899565641
300,NCI30,20.25,Low Fat,0.098645981,Household,244.746,OUT010,1998,Small,Tier 3,Grocery Store,548.636894290431
301,DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,Small,Tier 2,Supermarket Type1,3162.2758509824175
302,NCG19,20.25,Low Fat,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,3554.8190645291156
303,FDH12,9.6,Low Fat,0.084937598,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1807.0452258262521
304,FDM32,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,1521.364482043816
305,FDM27,12.35,Regular,0.158439388,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2658.982302213946
306,NCU53,5.485,Low Fat,0.0,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type3,4359.099418695066
307,NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1564.2550820903737
308,FDS10,19.2,Low Fat,0.035156307,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1,2879.8441008084155
309,FDB33,17.75,Low Fat,0.014509564,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type3,4213.10630046354
310,FDI12,9.395,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,1413.2322892276534
311,NCW42,18.2,Low Fat,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1,3623.0903701090906
312,NCC06,19.0,Low Fat,0.027096298,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1758.4123888787133
313,FDW02,4.805,Regular,0.037912667,Dairy,125.8704,OUT017,2007,Small,Tier 2,Supermarket Type1,2082.701780933864
314,NCD43,8.85,Low Fat,0.016110572,Household,104.2964,OUT017,2007,Small,Tier 2,Supermarket Type1,1751.03372997509
315,FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1177.7199015190652
316,FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,Small,Tier 2,Supermarket Type1,4030.62497422681
317,FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1,2979.7737405001153
318,FDP52,18.7,Regular,0.0,Frozen Foods,231.201,OUT045,2002,Small,Tier 2,Supermarket Type1,3731.384634219147
319,FDW20,20.75,Low Fat,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,1670.7683931587326
320,FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1694.189406092136
321,NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1689.4882047245133
322,NCL54,12.6,Low Fat,0.082684949,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1,2848.6104278053904
323,FDC05,13.1,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,Small,Tier 2,Supermarket Type1,3188.272437160884
324,FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1,3492.9826201572387
325,FDP03,5.15,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,3253.979875139027
326,FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,Small,Tier 3,Grocery Store,201.2802477218444
327,FDZ10,17.85,Low Fat,0.0,Snack Foods,127.502,OUT045,2002,Small,Tier 2,Supermarket Type1,2007.060604702021
328,FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,892.9739782159187
329,FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,587.5824923215102
330,NCY30,20.25,Low Fat,0.045440803,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store,408.10511729465003
331,FDP58,11.1,Low Fat,0.135906738,Snack Foods,217.9482,OUT017,2007,Small,Tier 2,Supermarket Type1,3753.8668440275833
332,FDV49,10.0,Low Fat,0.025973288,Canned,264.3226,OUT017,2007,Small,Tier 2,Supermarket Type1,4416.262020570417
333,FDY24,4.88,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,119.07811029836066
334,NCO55,12.8,Low Fat,0.091552173,Others,107.1938,OUT017,2007,Small,Tier 2,Supermarket Type1,1825.4463379168753
335,FDR13,9.895,Regular,0.028883289,Canned,116.6492,OUT017,2007,Small,Tier 2,Supermarket Type1,2067.334753178591
336,FDS51,13.35,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,Small,Tier 2,Supermarket Type1,1032.5342377882405
337,FDP26,7.785,Low Fat,0.139835844,Dairy,104.7306,OUT045,2002,Small,Tier 2,Supermarket Type1,1595.69440304147
338,NCB54,8.76,Low Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3379.614664008523
339,FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,Small,Tier 2,Supermarket Type1,3453.800404877957
340,FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2727.6741160676784
341,DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,Small,Tier 2,Supermarket Type1,608.7486239725446
342,FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2794.5736636744723
343,DRL01,19.5,Regular,0.0,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,3835.0033486616103
344,FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1870.9690186330697
345,DRH13,8.575,Low Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2897.724698946131
346,FDA03,18.5,Regular,0.045720935,Dairy,145.6102,OUT017,2007,Small,Tier 2,Supermarket Type1,2420.263357298665
347,FDF47,20.85,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type3,5644.799860562965
348,FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,2370.3769029459195
349,FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1640.0528002041663
350,NCA30,19.0,Low Fat,0.129596025,Household,190.5872,OUT045,2002,Small,Tier 2,Supermarket Type1,2904.068892471829
351,FDO49,10.6,Regular,0.033024663,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,801.7863526441909
352,FDL04,19.0,Low Fat,0.195963464,Frozen Foods,105.1622,OUT019,1985,Small,Tier 1,Grocery Store,241.45859088550392
353,DRM48,15.2,Low Fat,0.112875322,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,635.1011252652673
354,FDR16,5.845,Regular,0.104930609,Frozen Foods,212.3218,OUT013,1987,High,Tier 3,Supermarket Type1,3514.0453914211334
355,NCC19,6.57,Low Fat,0.097275225,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2677.775031278852
356,NCE42,21.1,Low Fat,0.010623794,Household,235.4958,OUT045,2002,Small,Tier 2,Supermarket Type1,3464.370630906181
357,FDY24,4.88,Regular,0.134248297,Baking Goods,54.9298,OUT017,2007,Small,Tier 2,Supermarket Type1,891.3271074657295
358,FDH19,19.35,Low Fat,0.033139916,Meat,175.4738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2879.6653590687524
359,FDJ46,11.1,Low Fat,0.044786137,Snack Foods,173.4054,OUT013,1987,High,Tier 3,Supermarket Type1,2827.216801289435
360,FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,1998,Small,Tier 3,Grocery Store,519.5229525352814
361,FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,2379.584409595539
362,FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,1550.7100007665128
363,NCT30,9.1,Low Fat,0.080455726,Household,47.3718,OUT045,2002,Small,Tier 2,Supermarket Type1,696.710495844443
364,DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2,581.6837256902661
365,NCZ30,6.59,Low Fat,0.026291649,Household,121.7098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1676.0497529346444
366,FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1603.7433735406837
367,FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,Tier 2,Supermarket Type1,1720.383174426994
368,FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1,2674.213981292752
369,FDM27,12.35,Regular,0.0,Meat,158.8946,OUT046,1997,Small,Tier 1,Supermarket Type1,2587.9103415793284
370,FDZ43,11.0,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,Small,Tier 2,Supermarket Type1,4202.115768817618
371,FDT39,6.26,Regular,0.017277445,Meat,150.7366,OUT019,1985,Small,Tier 1,Grocery Store,359.35500513973886
372,NCC06,19.0,Low Fat,0.047249645,Household,126.7336,OUT019,1985,Small,Tier 1,Grocery Store,292.9986788339822
373,FDL15,17.85,Low Fat,0.046408928,Meat,153.5682,OUT027,1985,Medium,Tier 3,Supermarket Type3,4022.843234641728
374,FDL57,15.1,Regular,0.067456225,Snack Foods,257.5304,OUT017,2007,Small,Tier 2,Supermarket Type1,4319.52453715202
375,FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.0101260432778
376,FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,2007,Small,Tier 2,Supermarket Type1,4235.3351873405445
377,FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.101,OUT010,1998,Small,Tier 3,Grocery Store,561.7839683599705
378,FDS48,15.15,Low Fat,0.027936385,Baking Goods,151.1708,OUT017,2007,Small,Tier 2,Supermarket Type1,2583.6137123203966
379,FDP09,19.75,Low Fat,0.033958586,Snack Foods,212.0902,OUT045,2002,Small,Tier 2,Supermarket Type1,3289.4644677123083
380,FDW21,5.34,Regular,0.005973153,Snack Foods,99.0358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1668.2531266376577
381,FDY25,12.0,Low Fat,0.033968012,Canned,181.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,3246.5728766033726
382,DRE13,6.28,Low Fat,0.027861814,Soft Drinks,85.5198,OUT017,2007,Small,Tier 2,Supermarket Type1,1449.1776667067074
